"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
-6.47089369918699,4.80026516853933,-23.0396978633488,4.61634467654582e-39,4.51302648616599e-36,78.5738504956235,"SCGN"
-9.13199649390244,5.94026853932584,-22.904166059569,7.21282832336582e-39,6.73088024903184e-36,78.1320177803844,"GUCA2B"
-1.51486300813008,10.3484415730337,-22.8827339212267,7.7415565774501e-39,6.91018071891524e-36,78.0619706678954,"GLTP"
-6.82707296747967,5.84759775280899,-22.5296101752017,2.50038777557554e-38,2.13887337635691e-35,76.900778940887,"ABCA8"
-4.13753180894309,3.37968314606742,-22.5112971763558,2.65807721947909e-38,2.18281301263623e-35,76.8401938784648,"ASPA"
2.44796239837398,8.75327865168539,22.1840511785505,7.97587891883371e-38,6.29787670014062e-35,75.7514230639946,"MTHFD1L"
-9.19931148373984,5.8992808988764,-22.0206736104761,1.3863601081682e-37,1.05414714891456e-34,75.203470618311,"TMIGD1"
-4.01836742886179,2.36901011235955,-21.9335330156337,1.86399527212979e-37,1.36670796202945e-34,74.9100059895683,"PMP2"
4.68717266260163,6.06888651685393,21.8690768224288,2.32152340191427e-37,1.6434784634931e-34,74.6923948586873,"PDX1"
-6.98083257113821,5.47453707865169,-21.8484658726461,2.49055980202093e-37,1.70437309118299e-34,74.6227127255157,"CDKN2BAS"
-6.68392647357723,5.11341011235955,-21.8124266739934,2.81654943372131e-37,1.86528257659027e-34,74.5007567799115,"PLP1"
-2.22262520325203,9.8965393258427,-21.7587376008862,3.38386666150392e-37,2.15239964060362e-34,74.3188057480843,"PPAP2A"
5.72932159552846,6.84465168539326,21.7522531666226,3.4597753599571e-37,2.15239964060362e-34,74.2968083934865,"FOXQ1"
2.81999329268293,10.3204269662921,21.6369669615405,5.13656916670326e-37,3.10158132330641e-34,73.9049346567109,"NFE2L3"
3.53457733739837,4.87171573033708,21.5924237666334,5.98621848342951e-37,3.51134472756594e-34,73.7531273657589,"KIAA1257"
2.56380609756098,8.16867078651685,21.5521167556798,6.87686936491494e-37,3.92172577949177e-34,73.61556526688,"KIAA1549"
3.36539832317073,8.05842921348315,21.4383597626444,1.01815987196122e-36,5.64941139766591e-34,73.226341709512,"SPTBN2"
-4.75236280487805,2.27931573033708,-21.4284155224778,1.05376385741384e-36,5.69309789281741e-34,73.1922477044045,"OTOP3"
-4.59219507113821,2.91209101123596,-21.4107971996018,1.11995819531639e-36,5.8955748076527e-34,73.1318155061284,"FEV"
-4.57894674796748,2.7535191011236,-21.3723554919587,1.2793330959796e-36,6.56617711511528e-34,72.99983551519,"PHOX2B"
-3.57517139227642,1.84327865168539,-21.1398021721688,2.87110409784162e-36,1.43765285679728e-33,72.1978407921014,"TMEFF2"
